id,title,url,points,author,comments,hn_link,scraped_at
49643982,Shopify moves back to Native from React Native,https://shopify.engineering/back-to-native,433,fnthawar2,302,https://news.ycombinator.com/item?id=49643982,2026-09-10T17:26:55+00:00
49643546,Rust Is Tier-1 Language at Microsoft,https://rustfoundation.org/media/guest-post-rust-is-tier-1-language-at-microsoft/,312,mmastrac,154,https://news.ycombinator.com/item?id=49643546,2026-09-10T17:26:55+00:00
49645443,"Cognition launches new SWE-2 model, Rivaling Fable 5.1 and GPT-Astra",https://cognition.com/blog/swe-2,102,seelos,47,https://news.ycombinator.com/item?id=49645443,2026-09-10T17:26:55+00:00
49639408,More questions about whether researchers can trust OpenAI with unpublished math,https://mathstodon.xyz/@andreasthom/117240535270608201,151,pred_,335,https://news.ycombinator.com/item?id=49639408,2026-09-10T17:26:55+00:00
49627634,Hitachi launches CO2 heat pump water heaters with solar-friendly tariff controls,https://www.pv-magazine.com/2026/09/07/hitachi-launches-co2-heat-pump-water-heaters-with-solar-friendly-tariff-controls/,216,thelastgallon,171,https://news.ycombinator.com/item?id=49627634,2026-09-10T17:26:55+00:00
49639090,DeepSeek v4.1 Flash,https://twitter.com/deepseek_ai/status/2097930608790167907,785,Liwink,424,https://news.ycombinator.com/item?id=49639090,2026-09-10T17:26:55+00:00
49640646,What algorithm did Windows XP use to choose your initial user picture?,https://devblogs.microsoft.com/oldnewthing/20260909-00/?p=112683,269,soheilpro,134,https://news.ycombinator.com/item?id=49640646,2026-09-10T17:26:55+00:00
49642531,"List of references on Sony websites to players ""owning"" their digital games",https://consumerrights.wiki/w/Sony_PlayStation_digital_game_ownership_lawsuit,236,haunter,77,https://news.ycombinator.com/item?id=49642531,2026-09-10T17:26:55+00:00
49599992,Stockfish 19,https://stockfishchess.org/blog/2026/stockfish-19/,204,atiedebee,123,https://news.ycombinator.com/item?id=49599992,2026-09-10T17:26:55+00:00
49630931,iPhone Duo,https://www.apple.com/iphone-duo/,1345,thecosmicfrog,2347,https://news.ycombinator.com/item?id=49630931,2026-09-10T17:26:55+00:00
49637385,Show HN: What if the speed of light was 5 km/h?,https://rivendell.dmitrybrant.com/relativity/,540,dmitrybrant,231,https://news.ycombinator.com/item?id=49637385,2026-09-10T17:26:55+00:00
