id,title,url,points,author,comments,hn_link,scraped_at
48673671,Show HN: I made Google Trends for Hacker News by indexing 18 years of comments,https://hackernewstrends.com,217,ytkimirti,60,https://news.ycombinator.com/item?id=48673671,2026-06-25T16:19:34+00:00
48674446,Ford rehires 350 engineers after AI fails to preserve expertise or train juniors,https://www.bloomberg.com/news/articles/2026-06-25/ford-has-been-rehiring-quality-inspectors-after-ai-fell-short,267,alanwreath,129,https://news.ycombinator.com/item?id=48674446,2026-06-25T16:19:34+00:00
48657049,You can't unit test for taste,https://dev.karltryggvason.com/you-cant-unit-test-for-taste/,149,kalli,61,https://news.ycombinator.com/item?id=48657049,2026-06-25T16:19:34+00:00
48674096,Apple increases MacBook and iPad prices by 20%,https://www.ft.com/content/0f067265-2baf-4b6e-8fb2-ed56daef6f3c,111,bazzmt,69,https://news.ycombinator.com/item?id=48674096,2026-06-25T16:19:34+00:00
48669534,Half-Life 2 in a Browser,https://hl2.slqnt.dev/,517,panza,212,https://news.ycombinator.com/item?id=48669534,2026-06-25T16:19:34+00:00
48664814,Anthropic says Alibaba illicitly extracted Claude AI model capabilities,https://www.reuters.com/world/china/anthropic-says-alibaba-illicitly-extracted-claude-ai-model-capabilities-2026-06-24/,662,htrp,1082,https://news.ycombinator.com/item?id=48664814,2026-06-25T16:19:34+00:00
48671468,LastPass notifies users of yet another data breach,https://9to5mac.com/2026/06/23/lastpass-notifies-users-of-yet-another-data-breach/,300,mooreds,136,https://news.ycombinator.com/item?id=48671468,2026-06-25T16:19:34+00:00
48663324,"OpenAI unveils its first custom chip, built by Broadcom",https://techcrunch.com/2026/06/24/openai-unveils-its-first-custom-chip-built-by-broadcom/,776,jamdesk,446,https://news.ycombinator.com/item?id=48663324,2026-06-25T16:19:34+00:00
48669932,Wikipedia Workers in Britain set global first by seeking union recognition,https://utaw.tech/news/wikipedia-recognition,184,chobeat,171,https://news.ycombinator.com/item?id=48669932,2026-06-25T16:19:34+00:00
48668033,Cloudflare launched self-managed OAuth for all,https://blog.cloudflare.com/oauth-for-all/,284,terryds,125,https://news.ycombinator.com/item?id=48668033,2026-06-25T16:19:34+00:00
48666927,Blogging can just be stating the obvious,https://blog.jim-nielsen.com/2026/blogging-stating-the-obvious/,373,Curiositry,112,https://news.ycombinator.com/item?id=48666927,2026-06-25T16:19:34+00:00
48636753,Bohemia Interactive: Cold War Assault Remastered Source Code on GitHub,https://github.com/BohemiaInteractive/CWR,165,dewey,38,https://news.ycombinator.com/item?id=48636753,2026-06-25T16:19:34+00:00
48667336,LuaJIT 3.0 proposed syntax extensions,https://github.com/LuaJIT/LuaJIT/issues/1475,204,phreddypharkus,125,https://news.ycombinator.com/item?id=48667336,2026-06-25T16:19:34+00:00
48660178,45°C cooling design cuts data center water use to near zero,https://blogs.nvidia.com/blog/liquid-cooling-ai-factories/,434,nitin_flanker,371,https://news.ycombinator.com/item?id=48660178,2026-06-25T16:19:34+00:00
48668119,Medical students are using popular research tool to pump out misleading studies,https://www.science.org/content/article/medical-students-are-using-popular-research-tool-pump-out-misleading-studies,124,rndsignals,71,https://news.ycombinator.com/item?id=48668119,2026-06-25T16:19:34+00:00
48639840,GLM-5.2 is a step change for open agents,https://www.interconnects.ai/p/glm-52-is-the-step-change-for-open,332,vantareed,189,https://news.ycombinator.com/item?id=48639840,2026-06-25T16:19:34+00:00
48631366,Dostoyevsky isn't difficult,https://www.autodidacts.io/dostoyevsky-isnt-difficult/,208,surprisetalk,260,https://news.ycombinator.com/item?id=48631366,2026-06-25T16:19:34+00:00
48660711,RubyLLM: A Ruby framework for all major AI providers,https://rubyllm.com/,431,doener,74,https://news.ycombinator.com/item?id=48660711,2026-06-25T16:19:34+00:00
48659798,Qualcomm to Acquire Modular,https://www.reuters.com/business/qualcomm-buy-ai-startup-modular-2026-06-24/,229,timmyd,87,https://news.ycombinator.com/item?id=48659798,2026-06-25T16:19:34+00:00
48660579,PR spam today looks like email spam in the early 2000s,https://www.greptile.com/blog/prs-on-openclaw,249,dakshgupta,144,https://news.ycombinator.com/item?id=48660579,2026-06-25T16:19:34+00:00
