id,title,url,points,author,comments,hn_link,scraped_at
48696585,DSpark: Speculative decoding accelerates LLM inference [pdf],https://github.com/deepseek-ai/DeepSpec/blob/main/DSpark_paper.pdf,567,aurenvale,222,https://news.ycombinator.com/item?id=48696585,2026-06-27T15:12:48+00:00
48697560,OpenRA,https://www.openra.net/,169,tosh,46,https://news.ycombinator.com/item?id=48697560,2026-06-27T15:12:48+00:00
48696982,Fintech Engineering Handbook,https://w.pitula.me/fintech-engineering-handbook/,241,signa11,80,https://news.ycombinator.com/item?id=48696982,2026-06-27T15:12:48+00:00
48677564,Long Wave radio era set to end with switch-off,https://www.economist.com/britain/2026/06/25/the-bbc-switches-off-its-oldest-service,104,edward,107,https://news.ycombinator.com/item?id=48677564,2026-06-27T15:12:48+00:00
48689028,Previewing GPT‑5.6 Sol: a next-generation model,https://openai.com/index/previewing-gpt-5-6-sol/,1060,minimaxir,670,https://news.ycombinator.com/item?id=48689028,2026-06-27T15:12:48+00:00
48668747,Linux on Older Hardware: The Complete Revival Guide,https://www.fosslinux.com/158206/linux-on-older-hardware-revival-guide.htm,128,tapanjk,70,https://news.ycombinator.com/item?id=48668747,2026-06-27T15:12:48+00:00
48697335,"If you can't hold it, you don't own it",https://dervis.de/physical/,123,cemdervis,85,https://news.ycombinator.com/item?id=48697335,2026-06-27T15:12:48+00:00
48692946,"Why does kinetic energy increase quadratically, not linearly, with speed? (2011)",https://physics.stackexchange.com/questions/535/why-does-kinetic-energy-increase-quadratically-not-linearly-with-speed,300,ProxyTracer,149,https://news.ycombinator.com/item?id=48692946,2026-06-27T15:12:48+00:00
48694853,WordStar: A Writer's Word Processor (1996),https://www.sfwriter.com/wordstar.htm,132,droidjj,65,https://news.ycombinator.com/item?id=48694853,2026-06-27T15:12:48+00:00
48642510,MicroVMs: Run isolated sandboxes with full lifecycle control,https://aws.amazon.com/blogs/aws/run-isolated-sandboxes-with-full-lifecycle-control-aws-lambda-introduces-microvms/,355,justincormack,193,https://news.ycombinator.com/item?id=48642510,2026-06-27T15:12:48+00:00
48692995,U.S. allows Anthropic to release Mythos AI to ‘trusted’ US organizations,https://www.semafor.com/article/06/27/2026/us-releases-powerful-anthropic-model-mythos-to-some-us-companies,507,bobrenjc93,671,https://news.ycombinator.com/item?id=48692995,2026-06-27T15:12:48+00:00
48692883,AI in mathematics is forcing big questions,https://spectrum.ieee.org/ai-in-mathematics,167,rbanffy,142,https://news.ycombinator.com/item?id=48692883,2026-06-27T15:12:48+00:00
48692058,The gap between open weights LLMs and closed source LLMs,https://blog.doubleword.ai/frontier-os-llm,261,kkm,199,https://news.ycombinator.com/item?id=48692058,2026-06-27T15:12:48+00:00
48693420,International investment and local rules push prices up faster than supply,https://news.mccombs.utexas.edu/research/foreign-funds-help-make-housing-unaffordable/,116,hhs,44,https://news.ycombinator.com/item?id=48693420,2026-06-27T15:12:48+00:00
48695149,OpenTTD 16.0-Beta1,https://www.openttd.org/news/2026/06/25/openttd-16-0-beta1,204,untilted,39,https://news.ycombinator.com/item?id=48695149,2026-06-27T15:12:48+00:00
