id,title,url,points,author,comments,hn_link,scraped_at
48158506,Δ-Mem: Efficient Online Memory for Large Language Models,https://arxiv.org/abs/2605.12357,123,44za12,27,https://news.ycombinator.com/item?id=48158506,2026-05-16T14:52:24+00:00
48150431,Project Gutenberg – keeps getting better,https://www.gutenberg.org/,1042,JSeiko,215,https://news.ycombinator.com/item?id=48150431,2026-05-16T14:52:24+00:00
48158494,Fecal transplants for autism deliver success in clinical trials,https://refractor.io/adhd-autism/fecal-transplants-for-autism-delivers-success-in-clinical-trials/,146,breve,90,https://news.ycombinator.com/item?id=48158494,2026-05-16T14:52:24+00:00
48114208,Ploopy Bean: a trackpoint for every computer,https://ploopy.co/shop/bean-pointing-stick/,136,jibcage,59,https://news.ycombinator.com/item?id=48114208,2026-05-16T14:52:24+00:00
48153379,I believe there are entire companies right now under AI psychosis,https://twitter.com/mitchellh/status/2055380239711457578,1566,reasonableklout,812,https://news.ycombinator.com/item?id=48153379,2026-05-16T14:52:24+00:00
48157559,Frontier AI has broken the open CTF format,https://kabir.au/blog/the-ctf-scene-is-dead,234,frays,201,https://news.ycombinator.com/item?id=48157559,2026-05-16T14:52:24+00:00
48132106,The bird eye was pushed to an evolutionary extreme,https://www.quantamagazine.org/how-the-bird-eye-was-pushed-to-an-evolutionary-extreme-20260513/,163,sohkamyung,59,https://news.ycombinator.com/item?id=48132106,2026-05-16T14:52:24+00:00
48154865,"Orthrus-Qwen3: up to 7.8×tokens/forward on Qwen3, identical output distribution",https://github.com/chiennv2000/orthrus,155,FranckDernoncou,24,https://news.ycombinator.com/item?id=48154865,2026-05-16T14:52:24+00:00
48158130,"Where to buy a non-Apple, non-Google smartphone",https://www.theregister.com/on-prem/2026/05/01/where-to-buy-a-non-apple-non-google-smartphone/5219681,120,_____k,74,https://news.ycombinator.com/item?id=48158130,2026-05-16T14:52:24+00:00
48155324,The main thing about P2P meth is that there's so much of it (2021),https://dynomight.net/p2p-meth/,155,tomjakubowski,183,https://news.ycombinator.com/item?id=48155324,2026-05-16T14:52:24+00:00
48149259,Additive Blending on the Nintendo 64,https://phoboslab.org/log/2026/05/n64-additive-blending,150,ibobev,18,https://news.ycombinator.com/item?id=48149259,2026-05-16T14:52:24+00:00
48147021,The sigmoids won't save you,https://www.astralcodexten.com/p/the-sigmoids-wont-save-you,242,Tomte,228,https://news.ycombinator.com/item?id=48147021,2026-05-16T14:52:24+00:00
48148460,A 0-click exploit chain for the Pixel 10,https://projectzero.google/2026/05/pixel-10-exploit.html,401,happyhardcore,219,https://news.ycombinator.com/item?id=48148460,2026-05-16T14:52:24+00:00
48136000,Naturally Occurring Quasicrystals,https://johncarlosbaez.wordpress.com/2026/05/14/naturally-occurring-quasicrystals/,114,lukeplato,10,https://news.ycombinator.com/item?id=48136000,2026-05-16T14:52:24+00:00
48154711,How to Write to SSDs [pdf],https://www.vldb.org/pvldb/vol19/p1469-lee.pdf,152,matt_d,19,https://news.ycombinator.com/item?id=48154711,2026-05-16T14:52:24+00:00
