id,title,url,points,author,comments,hn_link,scraped_at
49817469,Fixing the Portobello Police Station Clock,https://pointinthecloud.com/2026-04-11-211700.html,212,avidly,49,https://news.ycombinator.com/item?id=49817469,2026-09-23T18:11:07+00:00
49817615,Gemini 3.8 text-to-speech,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-8-text-to-speech/,126,swolpers,65,https://news.ycombinator.com/item?id=49817615,2026-09-23T18:11:07+00:00
49812769,Jev in 25 Lines of Python,https://www.nobodywho.ai/posts/jev-in-25-lines/,515,bashbjorn,159,https://news.ycombinator.com/item?id=49812769,2026-09-23T18:11:07+00:00
49805509,GPT-6 Sol and Luna,https://openai.com/index/introducing-gpt-6-sol-and-luna/,1683,OfficialTurkey,809,https://news.ycombinator.com/item?id=49805509,2026-09-23T18:11:07+00:00
49814947,Claude Code reads AGENTS.md only when telemetry is on [fixed],https://blog.szypowi.cz/p/claude-code-reads-agents.md-only-when-telemetry-is-on/,377,pszypowicz,217,https://news.ycombinator.com/item?id=49814947,2026-09-23T18:11:07+00:00
49815982,Stripe's Knowledge AI Platform,https://stripe.dev/blog/meet-stripes-knowledge-ai-platform,123,ltononro,76,https://news.ycombinator.com/item?id=49815982,2026-09-23T18:11:07+00:00
49814236,Z80 REPL (2018),https://abagames.github.io/z80-repl/index.html,117,adunk,14,https://news.ycombinator.com/item?id=49814236,2026-09-23T18:11:07+00:00
49803892,Claude Opus 5.5,https://www.anthropic.com/claude-opus-5-5,1717,km144,1048,https://news.ycombinator.com/item?id=49803892,2026-09-23T18:11:07+00:00
49815466,I don't want the details,https://michaelheap.com/i-dont-want-the-details/,230,mooreds,139,https://news.ycombinator.com/item?id=49815466,2026-09-23T18:11:07+00:00
49816374,Seattle City Council votes to ban surveillance pricing in sale of groceries,https://advocacy.consumerreports.org/press_release/seattle-city-council-votes-to-ban-surveillance-pricing-in-sale-of-groceries/,118,ortusdux,71,https://news.ycombinator.com/item?id=49816374,2026-09-23T18:11:07+00:00
49817404,GPT-6 Astra has gained the ability to drive a car,https://drivingbench.com/,193,plurby,165,https://news.ycombinator.com/item?id=49817404,2026-09-23T18:11:07+00:00
49801324,OpenAI GPT–6 Astra breaks Enigma message that has resisted solution since 2005,https://www.cryptocellar.org/bgac/the-mvueh-break.html,713,sohkamyung,428,https://news.ycombinator.com/item?id=49801324,2026-09-23T18:11:07+00:00
49811065,Transit rewards,https://waymo.com/blog/2026/09/transit-rewards/,228,raybb,283,https://news.ycombinator.com/item?id=49811065,2026-09-23T18:11:07+00:00
49813482,Tokens Too Cheap to Meter,https://jyn.dev/tokens-too-cheap-to-meter/,140,teoruiz,118,https://news.ycombinator.com/item?id=49813482,2026-09-23T18:11:07+00:00
49815484,The GitHub wiki is an anti-pattern (2022),https://michaelheap.com/github-wiki-is-an-antipattern/,135,ibobev,76,https://news.ycombinator.com/item?id=49815484,2026-09-23T18:11:07+00:00
49796379,What California is learning from solar panels built over irrigation canals,https://www.kqed.org/science/2002033/heres-what-california-is-learning-from-solar-panels-built-over-irrigation-canals,325,Jtsummers,637,https://news.ycombinator.com/item?id=49796379,2026-09-23T18:11:07+00:00
49758709,How did AMD Ryzen get 50% faster in two years?,https://lemire.me/blog/2026/09/18/how-did-amd-ryzen-get-50-faster-in-two-years/,449,ibobev,182,https://news.ycombinator.com/item?id=49758709,2026-09-23T18:11:07+00:00
49808023,"Microsoft killed FoxPro in 2007. Anyway, here's FoxPro revived",https://foxscript.org/,435,boredjohnny,238,https://news.ycombinator.com/item?id=49808023,2026-09-23T18:11:07+00:00
49805278,'We hacked the FBI:' Hackers say they have data on all FBI employees,https://www.404media.co/we-hacked-the-fbi-hackers-say-they-have-data-on-all-fbi-employees/,764,spenvo,553,https://news.ycombinator.com/item?id=49805278,2026-09-23T18:11:07+00:00
49781862,ReBarUEFI: Resizable BAR for almost any UEFI system,https://github.com/xCuri0/ReBarUEFI,217,nateb2022,68,https://news.ycombinator.com/item?id=49781862,2026-09-23T18:11:07+00:00
49806335,SAML: A fractal of bad design,https://blog.trailofbits.com/2026/09/21/saml-a-fractal-of-bad-design/,320,aray07,167,https://news.ycombinator.com/item?id=49806335,2026-09-23T18:11:07+00:00
